repository,total_files,total_folders,lines,python,html,css,javascript,java,cpp,dependency_count,readme_score,functions,complexity,language_count,tech_stack_count,has_readme,has_license,has_gitignore,stars,forks,watchers,open_issues,language,size,created_days,updated_days,health_score,health_grade,complexity_supported,functions_supported
mrakgr/The-Spiral-Language,3038,578,445843,549,4,0,0,0,7,9,80,3304,2.08,9,3,True,True,True,945,29,945,4,Python,55786,3206.85,4.83,87.0,Excellent,True,True
ysde/grafana-backup-tool,79,5,4565,64,0,0,0,0,0,0,60,207,2.6,7,2,True,True,True,945,303,945,75,Python,309,3761.92,26.61,75.5,Good,True,True
CaringCaribou/caringcaribou,48,6,10451,30,0,0,0,0,0,0,80,262,3.45,3,1,True,True,True,945,230,945,14,Python,595,4169.9,3.95,76.0,Good,True,True
0xsline/awesome-deepseek-harness,10,4,6930,1,0,0,0,0,0,0,90,7,8.86,3,1,True,True,True,944,349,944,8,Python,2286,18.83,0.04,68.5,Moderate,True,True
pavelliavonau/cmakeconverter,77,12,12625,35,0,0,0,0,3,2,80,433,2.39,8,1,True,False,True,945,122,945,33,Python,1217,3751.0,3.74,77.0,Good,True,True
Dao-AILab/causal-conv1d,31,7,4710,7,0,0,0,0,1,0,60,46,5.7,7,1,True,True,True,945,207,945,63,Python,145,1001.08,0.65,69.0,Moderate,True,True
infinet/lunar-calendar,24,1,221330,5,0,0,0,0,0,1,55,72,4.33,6,2,True,False,False,945,187,945,2,Python,4090,4600.25,0.8,60.25,Moderate,True,True
stanfordnmbl/osim-rl,558,38,1225464,71,35,0,2,0,0,6,80,313,2.88,8,4,True,True,True,945,252,945,37,Python,31393,3605.41,4.71,87.0,Excellent,True,True
csxmli2016/DFDNet,121,23,242922,47,0,0,0,0,0,2,80,335,2.43,4,4,True,True,False,945,211,945,39,Python,20877,2246.29,10.26,76.5,Good,True,True
f90/Wave-U-Net,37,8,71212,14,0,0,0,0,0,11,70,61,3.77,4,3,True,True,False,944,182,944,19,Python,7448,3049.68,1.57,69.5,Moderate,True,True
pyca/pyopenssl,56,11,18328,18,0,0,0,0,0,0,30,753,2.3,6,1,True,True,True,944,439,944,85,Python,10994,4615.54,1.16,71.5,Good,True,True
YeWR/EfficientZero,34,6,7539,19,0,0,0,0,2,7,80,203,3.12,6,2,True,True,True,944,142,944,32,Python,2209,1774.13,11.17,83.5,Good,True,True
VAST-AI-Research/MIDI-3D,104,23,182992,45,0,0,0,0,1,19,70,400,3.19,5,3,True,True,False,944,74,944,21,Python,24113,545.25,5.7,69.5,Moderate,True,True
shazamio/ShazamIO,82,13,28497,66,0,0,0,0,0,29,80,208,1.7,6,2,True,False,True,944,111,944,31,Python,3226,2033.55,0.51,71.0,Good,True,True
MushroomRL/mushroom-rl,748,132,1224330,409,0,1,0,0,0,2,70,3670,2.56,8,3,True,True,True,944,164,944,4,Python,106934,3472.55,3.74,85.5,Excellent,True,True
NetManAIOps/OmniAnomaly,132,7,2132580,12,0,0,0,0,0,17,60,134,3.45,3,3,True,True,True,944,231,944,31,Python,109678,2765.88,0.61,78.0,Good,True,True
PKU-MARL/HARL,1198,354,2481763,190,8,0,0,0,0,2,80,1628,3.41,8,3,True,False,True,944,134,944,6,Python,60158,1231.07,1.11,74.0,Good,True,True
pieeg-club/EEGwithRaspberryPI,76,11,340092,13,0,0,0,0,1,170,60,58,1.29,7,3,True,False,False,944,90,944,6,Python,35792,1830.04,2.59,47.0,Needs Improvement,True,True
ZhendongWang6/Uformer,33,7,5850,24,0,0,0,0,0,16,45,226,2.28,5,2,True,True,True,944,133,944,48,Python,2178,1914.06,5.76,78.75,Good,True,True
xNul/palworld-host-save-fix,5,0,497,3,0,0,0,0,0,1,60,11,5.73,2,2,True,True,False,944,78,944,76,Python,57,951.81,3.73,67.0,Moderate,True,True
RimoChan/sese-engine,31,6,76698,15,0,0,0,0,0,22,40,78,4.79,6,2,True,True,True,943,82,943,8,Python,8853,1693.95,15.25,71.5,Good,True,True
NVlabs/ODISE,285,85,166884,152,0,0,0,0,2,2,80,831,3.81,9,5,True,True,True,943,61,943,57,Python,17199,1284.64,12.11,83.5,Good,True,True
couler-proj/couler,166,31,37177,88,0,1,0,0,0,6,80,407,2.66,7,1,True,True,True,943,85,943,21,Python,3313,2202.65,13.84,86.5,Excellent,True,True
cognizant-ai-lab/neuro-san-studio,740,150,154954,345,2,2,0,0,0,24,80,2317,2.75,12,2,True,False,True,943,258,943,121,Python,99049,575.41,0.96,71.0,Good,True,True
sshaoshuai/MTR,59,23,11132,32,0,0,0,0,5,7,55,150,4.79,7,2,True,True,True,943,165,943,22,Python,491,1461.08,1.03,80.25,Good,True,True
jocicmarko/ultrasound-nerve-segmentation,8,2,817,3,0,0,0,0,0,1,65,12,2.17,2,2,True,False,True,943,325,943,53,Python,54,3741.93,5.7,74.75,Good,True,True
OthersideAI/chronology,18,5,664,6,0,0,0,0,0,0,80,27,1.56,3,1,True,True,True,943,183,943,14,Python,46,2070.52,0.4,79.0,Good,True,True
ubernostrum/django-registration,137,77,10374,36,5,0,0,0,0,0,50,151,2.46,6,1,True,True,True,943,233,943,2,Python,2053,4736.1,0.84,74.5,Good,True,True
billxbf/ReWOO,52,13,82452,29,0,0,0,0,0,12,45,128,2.85,4,3,True,True,True,943,84,943,4,Python,8010,1201.19,6.37,78.75,Good,True,True
vivo-ai-lab/BlueLM,206,49,58037,121,0,0,1,0,8,13,70,963,2.91,13,4,True,True,True,943,72,943,18,Python,6896,1049.03,4.14,82.5,Good,True,True
sithu31296/semantic-segmentation,98,16,26870,78,0,0,0,0,0,2,70,612,2.24,4,3,True,True,True,943,163,943,23,Python,56288,1914.94,11.8,85.0,Excellent,True,True
narfindustries/http-garden,162,51,11799,21,0,0,1,5,2,0,45,259,4.46,16,4,True,True,True,942,84,942,30,Python,815,974.75,12.44,70.25,Good,True,True
philipperemy/deep-speaker,34,7,22602,19,0,0,0,0,0,12,70,114,2.54,6,3,True,True,True,942,239,942,9,Python,83477,3390.17,4.59,82.5,Good,True,True
rezaakb/pinns-torch,137,49,8289,69,0,0,0,0,0,15,90,208,2.76,7,3,True,True,True,942,148,942,10,Python,54308,1116.0,3.05,85.5,Excellent,True,True
Kai-46/nerfplusplus,32,12,245953,15,0,0,0,0,0,2,30,109,3.49,5,3,True,True,True,942,101,942,27,Python,49844,2148.32,5.72,76.5,Good,True,True
taseikyo/PyQt5-Apps,163,31,348426,15,0,0,0,0,18,6,55,169,3.01,8,1,True,True,True,942,226,942,3,Python,29351,2968.83,2.73,80.25,Good,True,True
dandrino/terrain-erosion-3-ways,45,1,45997,12,0,0,0,0,0,2,55,41,2.98,3,3,True,False,True,943,59,943,11,Python,7149,2875.42,0.28,73.25,Good,True,True
midrender/mamba-chat,12,3,1581,7,0,0,0,0,0,8,35,15,2.2,3,2,True,True,True,942,70,942,26,Python,752,997.4,23.29,79.75,Good,True,True
LeapLabTHU/DAT,32,4,83680,17,0,0,0,0,0,1,55,85,4.36,4,2,True,True,True,942,85,942,7,Python,17837,1700.14,5.81,80.25,Good,True,True
ant-research/4DAnyone,89,22,189971,63,0,0,0,0,0,26,60,489,3.69,4,2,True,True,True,954,74,954,4,Python,16561,20.06,0.04,75.0,Good,True,True
felixchenfy/Realtime-Action-Recognition,80,10,43416,18,0,0,0,0,0,15,70,171,2.4,4,3,True,True,True,941,261,941,41,Python,7003,2722.49,19.92,82.0,Good,True,True
cracker911181/Cracker-Tool,185,11,1222331,50,0,0,0,0,0,0,55,-,Not Supported,5,1,True,True,True,941,127,941,5,Python,14204,1816.52,1.53,62.75,Moderate,False,False
nnzhan/MTGNN,12,2,3842,7,0,0,0,0,0,6,45,91,2.56,3,2,True,True,False,942,250,942,20,Python,51,2288.28,0.1,71.75,Good,True,True
JizhiziLi/GFM,74,13,382049,7,0,0,0,0,0,6,70,72,3.17,4,2,True,True,True,941,135,941,12,Python,40614,2141.97,4.83,82.5,Good,True,True
HuiZeng/Image-Adaptive-3DLUT,53,14,775588,13,0,0,0,0,2,2,60,136,2.67,8,3,True,True,False,942,143,942,37,Python,21248,2244.09,0.09,74.0,Good,True,True
XD-MHLOO/Osintgraph,32,8,7212,28,0,0,0,0,0,0,80,139,4.29,3,1,True,True,True,941,90,941,11,Python,150,486.59,0.96,76.0,Good,True,True
ybdt/post-hub,86,19,240664,3,1,1,0,0,0,0,10,43,3.09,5,1,True,False,True,941,229,941,1,Python,85321,2141.35,12.98,55.0,Moderate,True,True
PKU-YuanGroup/Chat-UniVi,116,21,1289415,51,0,0,0,0,0,1,90,328,4.47,4,2,True,True,False,941,48,941,20,Python,40011,1020.89,15.14,75.0,Good,True,True
rasbt/watermark,22,8,2483,7,0,0,0,0,0,2,90,23,4.96,6,1,True,True,True,941,92,941,18,Python,623,4414.23,9.44,85.0,Excellent,True,True
jhaddix/domain,5,0,218,2,0,0,0,0,0,0,50,-,Not Supported,3,1,True,False,True,941,245,941,21,Python,25,4604.47,7.77,51.5,Needs Improvement,False,False
nengo/nengo,281,31,61796,191,2,1,0,0,0,2,70,2494,3.06,8,3,True,False,True,941,196,941,140,Python,115996,4879.6,3.04,72.5,Good,True,True
LTH14/rcg,106,37,50242,88,0,0,0,0,0,2,60,1156,3.29,4,3,True,True,True,941,43,941,27,Python,5469,1003.3,41.18,80.0,Good,True,True
xyTom/coding-tools-mcp,256,64,41922,66,0,0,4,0,0,6,80,1175,3.85,12,5,True,True,True,942,160,942,36,Python,1152,101.14,0.03,84.0,Good,True,True
xiaoxiunique/x-kit,108,6,811877,15,0,0,0,0,0,0,60,113,5.27,4,1,True,True,True,941,144,941,2,Python,51784,622.26,5.73,69.0,Moderate,True,True
pettarin/forced-alignment-tools,7,0,1047,1,0,0,0,0,0,0,80,4,2.25,3,1,True,True,True,941,87,941,2,Python,52,3680.73,10.83,78.5,Good,True,True
Soul-AILab/SoulX-Singer,158,36,132866,102,1,2,3,0,0,63,90,1073,3.58,11,5,True,True,True,941,143,941,32,Python,25106,204.89,0.51,75.5,Good,True,True
DingXiaoH/RepLKNet-pytorch,28,5,176401,24,0,0,0,0,0,2,90,144,4.01,2,3,True,True,True,940,90,940,34,Python,21986,1630.85,6.08,85.5,Excellent,True,True
garrettfoster13/sccmhunter,36,5,9292,29,0,0,0,0,0,16,50,394,3.51,4,1,True,True,True,940,128,940,12,Python,716,1286.8,4.96,76.5,Good,True,True
practical-recommender-systems/moviegeek,91,19,7955,69,11,1,1,0,0,33,80,300,2.26,10,6,True,True,True,940,374,940,34,Python,370,3756.93,8.52,80.5,Good,True,True
eureka-research/DrEureka,316,111,908056,179,0,0,0,0,2,2,80,1094,2.86,9,4,True,True,True,940,81,940,18,Python,54289,849.07,0.81,87.0,Excellent,True,True
Trinkle23897/tuixue.online-visa,2401,133,280733,43,1,0,46,0,0,41,35,523,3.5,9,5,True,False,True,940,129,940,22,Python,12531,2335.35,5.94,57.25,Moderate,True,True
yashmulgaonkar/halo,69,42,128914,3,1,0,0,0,1,0,40,5,7.0,6,1,True,False,True,941,54,941,2,Python,16014,645.44,0.01,56.0,Moderate,True,True
flyyufelix/cnn_finetune,19,2,2673,15,0,0,0,0,0,1,60,48,2.25,2,2,True,True,True,940,402,940,35,Python,36,3608.86,6.27,84.0,Good,True,True
probcomp/bayeslite,130,17,31784,94,0,0,0,0,0,2,60,963,4.1,7,2,True,False,True,940,64,940,193,Python,8016,4322.33,40.31,70.0,Good,True,True
element-hq/ess-helm,696,87,127928,131,0,0,0,0,0,0,90,928,4.7,9,2,True,False,True,940,142,940,22,Python,18220,677.06,1.39,67.5,Moderate,True,True
hash3liZer/SillyRAT,11,1,1275,8,0,0,0,0,0,6,80,98,2.42,3,1,True,True,False,939,176,939,6,Python,202,2302.65,3.19,77.0,Good,True,True
mst272/LLM-Dojo,73,25,51344,57,0,0,0,0,0,21,60,369,4.53,6,4,True,False,False,939,86,939,6,Python,1285,949.84,1.73,55.0,Moderate,True,True
THUDM/P-tuning,71,18,19517,22,0,0,0,0,0,1,35,262,3.45,4,2,True,False,True,939,113,939,16,Python,6266,1991.16,23.66,66.75,Moderate,True,True
fuxiao0719/GeoWizard,86,18,288720,46,0,0,0,0,0,23,70,457,5.73,5,3,True,True,False,939,42,939,7,Python,75221,896.63,25.52,62.0,Moderate,True,True
NVlabs/PixelDiT,68,14,19998,48,0,0,0,0,0,16,45,537,4.02,5,2,True,True,True,939,75,939,11,Python,1074,152.59,2.21,75.75,Good,True,True
alvarobartt/hf-mem,32,8,3279,19,0,0,0,0,0,0,70,64,6.05,4,1,True,True,True,939,85,939,8,Python,123,250.59,10.83,70.0,Good,True,True
f0cker/crackq,217,25,582019,40,1,0,0,0,0,0,55,4626,5.19,11,3,True,False,True,939,105,939,10,Python,22681,2537.86,9.92,57.75,Moderate,True,True
jrfonseca/xdot.py,242,8,17602,18,0,0,0,0,0,1,80,280,2.61,6,2,True,False,True,939,159,939,15,Python,416,4857.97,9.52,76.5,Good,True,True
ChrisDKN/Amethyst-Mod-Manager,727,45,427061,523,0,0,0,0,0,0,70,9510,5.02,9,3,True,True,True,941,39,941,16,Python,2919115,189.69,0.02,70.5,Good,True,True
freewym/espresso,1509,321,320459,996,0,0,0,0,11,3,80,8995,3.25,10,3,True,True,True,939,116,939,7,Python,18020,2828.27,60.7,83.0,Good,True,True
codefuse-ai/ModelCache,182,42,49137,140,0,0,0,0,0,24,80,800,2.15,9,3,True,True,True,939,65,939,7,Python,3238,1033.31,15.14,80.5,Good,True,True
qiaoguan/deep-ctr-prediction,173,35,20790,95,0,0,0,0,0,2,35,432,2.37,4,2,True,False,False,938,276,938,8,Python,507,2750.76,2.91,60.25,Moderate,True,True
pretalx/pretalx,2379,325,583530,1198,268,73,109,0,0,17,75,14875,4.27,11,4,True,True,True,938,255,938,54,Python,104464,3473.52,0.79,80.25,Good,True,True
Robbyant/lingbot-video,88,31,109389,19,0,0,0,0,0,16,80,278,4.12,6,2,True,True,True,938,45,938,11,Python,13624,52.81,1.4,81.0,Good,True,True
man-group/notebooker,177,31,31409,103,7,2,12,0,0,15,60,445,2.75,12,7,True,False,True,938,94,938,38,Python,2944,2374.92,8.79,70.5,Good,True,True
wasp-os/wasp-os,254,36,27095,102,0,0,0,0,0,1,80,786,2.6,7,3,True,True,True,938,243,938,116,Python,1908,2419.04,0.98,87.0,Excellent,True,True
nv-tlabs/GSCNN,40,7,767342,24,1,0,0,0,0,2,70,255,2.91,5,4,True,True,False,938,199,938,56,Python,169384,2606.61,15.03,75.0,Good,True,True
msoedov/langcorn,37,6,4482,22,0,0,0,0,0,1,90,42,2.26,6,2,True,True,True,938,69,938,21,Python,870,1233.74,15.83,88.0,Excellent,True,True
iamaziz/PyDataset,16,3,127108,8,0,0,0,0,0,1,70,60,5.37,4,2,True,False,True,938,88,938,15,Python,15673,3863.53,9.52,68.0,Moderate,True,True
thu-ml/Causal-Forcing,158,27,74062,129,0,0,0,0,0,36,80,1104,4.33,5,3,True,True,True,938,53,938,32,Python,17474,209.99,1.86,78.0,Good,True,True
InternRobotics/HIMLoco,166,48,292135,39,0,0,0,0,0,9,55,232,2.78,4,3,True,True,True,938,93,938,24,Python,99161,989.79,2.28,83.25,Good,True,True
spyder-ide/qtawesome,71,8,152979,13,0,0,0,0,0,0,90,206,2.71,6,1,True,False,True,938,122,938,27,Python,8244,4196.71,2.86,70.5,Good,True,True
adamn/python-webkit2png,8,1,782,4,0,0,0,0,0,0,60,-,Not Supported,2,1,True,False,True,938,197,938,20,Python,339,6190.42,33.54,52.5,Needs Improvement,False,False
dog-qiuqiu/Yolo-FastestV2,38,12,33393,11,0,0,0,0,2,6,60,46,3.7,6,2,True,False,True,937,204,937,71,Python,12231,1870.99,3.04,71.0,Good,True,True
cenglin123/SteganographierGUI,36,10,434114,1,0,0,0,0,0,7,30,99,5.63,4,2,True,True,True,937,52,937,4,Python,84766,859.09,0.8,72.5,Good,True,True
neutronX/django-markdownx,119,50,86494,28,16,5,9,0,0,3,30,243,11.01,10,2,True,True,True,937,157,937,49,Python,14238,4319.8,4.66,67.5,Moderate,True,True
atomistic-machine-learning/schnetpack,268,75,166846,117,0,0,0,0,1,1,80,1007,2.66,11,2,True,True,True,937,251,937,16,Python,56768,2917.73,0.72,87.0,Excellent,True,True
Azure/counterfit,229,50,2020562,84,0,0,0,0,0,35,90,324,2.44,8,5,True,True,True,937,162,937,26,Python,265434,1950.42,6.1,82.5,Good,True,True
pgosar/ChatGDB,11,1,521,5,0,0,0,0,0,0,80,22,2.18,3,1,True,True,True,937,32,937,2,Python,554,1248.42,37.88,78.0,Good,True,True
kmmbvnr/django-jenkins,57,22,1728,40,3,2,2,0,0,0,70,90,2.5,6,3,True,True,True,937,274,937,19,Python,501,5903.02,82.98,76.5,Good,True,True
nicklashansen/tdmpc2,492,16,108861,37,0,0,0,0,0,2,90,277,2.41,7,3,True,True,True,937,207,937,5,Python,6110,1039.33,2.62,88.5,Excellent,True,True
mobier/shadowsocksr-speed,131,13,36015,54,0,0,0,0,0,0,35,726,3.68,6,2,True,True,True,936,206,936,28,Python,1054,2863.7,0.27,69.25,Moderate,True,True
simonw/csvs-to-sqlite,13,4,2389,6,0,0,0,0,0,2,70,49,5.04,3,2,True,True,True,937,68,937,42,Python,173,3212.11,22.73,78.0,Good,True,True
Torantulino/AI-Functions,6,0,357,3,0,0,0,0,0,2,70,11,3.91,3,1,True,False,True,937,103,937,11,Python,17,1247.06,5.77,72.5,Good,True,True
valuesimplex/FinBERT,39,8,238517,12,0,0,0,0,0,16,90,62,3.24,6,2,True,True,False,936,142,936,13,Python,8520,2137.74,5.15,72.5,Good,True,True
Optim-Agent/optim-agent,257,31,77274,30,2,0,0,0,0,3,90,416,4.68,7,3,True,True,True,936,42,936,0,Python,3742,53.68,1.58,85.5,Excellent,True,True
facundoolano/feedi,120,14,45568,66,14,3,3,0,0,2,80,570,4.91,12,5,True,True,True,936,30,936,14,Python,3359,1141.67,9.51,83.5,Good,True,True
abey79/vpype,399,34,139211,72,1,0,0,0,0,2,90,741,3.03,6,3,True,True,True,936,74,936,65,Python,18431,2483.97,0.53,85.5,Excellent,True,True
DataBiosphere/toil,614,87,180682,273,0,0,0,0,0,16,30,3926,3.03,9,5,True,True,True,936,247,936,405,Python,36557,4170.51,3.42,73.5,Good,True,True
Human-Agent-Society/CORAL,3661,2328,932695,1271,6,3,3,0,184,33,90,6552,5.19,15,7,True,True,True,935,119,935,18,Python,76956,167.04,0.22,75.5,Good,True,True
mistralai/mistral-common,225,44,1899528,125,2,1,0,0,0,1,90,1464,2.83,8,2,True,True,True,936,163,936,17,Python,12699,867.03,2.51,88.5,Excellent,True,True
ElectronicCats/CatSniffer,210,45,2233179,37,0,0,0,0,0,0,75,806,2.76,6,1,True,False,True,935,106,935,2,Python,170153,2206.29,4.53,68.25,Moderate,True,True
theowni/Damn-Vulnerable-RESTaurant-API-Game,103,36,12608,75,0,0,0,0,0,0,90,206,2.23,7,2,True,True,True,935,190,935,0,Python,841,887.4,0.34,80.5,Good,True,True
FareedKhan-dev/production-grade-agentic-system,61,20,11210,34,0,0,0,0,0,0,80,140,2.76,9,2,True,True,False,935,223,935,2,Python,187,255.25,0.78,69.0,Moderate,True,True
dpressel/rude-carnie,13,0,2345,12,0,0,0,0,0,1,60,92,2.71,2,2,True,False,False,935,333,935,27,Python,80,3579.68,39.33,63.0,Moderate,True,True
andrey-pohilko/registry-cli,10,1,2805,2,0,0,0,0,0,0,80,128,2.13,5,2,True,True,True,935,222,935,41,Python,125,3606.19,2.82,79.0,Good,True,True
microsoft/vscode-remote-try-python,12,4,612,1,1,0,0,0,0,1,90,1,1.0,6,2,True,True,True,935,1768,935,83,Python,66,2692.45,1.39,88.5,Excellent,True,True
Lasagne/Recipes,65,14,68253,26,0,0,0,0,0,3,35,70,3.31,4,3,True,True,True,935,413,935,37,Python,13257,4118.89,34.64,76.25,Good,True,True
LiveCodeBench/LiveCodeBench,56,10,37682,40,0,0,0,0,0,2,80,203,3.83,5,3,True,True,True,935,196,935,39,Python,3414,900.41,1.68,84.0,Good,True,True
Fatal1ty/mashumaro,175,31,30696,148,0,0,0,0,0,0,90,1772,2.69,7,1,True,True,True,935,65,935,19,Python,1837,2850.9,6.44,80.5,Good,True,True
Robbyant/lingbot-vision,24,5,92003,8,0,0,0,0,0,7,90,94,3.54,6,2,True,True,True,937,45,937,5,Python,11427,54.8,0.02,85.5,Excellent,True,True
XiandaGuo/OpenStereo,617,151,84935,368,0,0,0,0,6,12,70,3054,3.01,7,3,True,True,True,935,117,935,20,Python,25055,1259.09,3.0,79.5,Good,True,True
cannatag/ldap3,318,30,102856,172,0,0,0,0,0,4,80,1961,3.85,8,1,True,False,True,935,284,935,175,Python,12762,4264.1,8.78,73.5,Good,True,True
skapadia3214/groq-moa,15,4,1154,6,0,0,0,0,0,6,90,12,4.0,5,3,True,True,True,934,167,934,2,Python,799,803.66,9.73,85.0,Excellent,True,True
vas3k/vas3k.club,1131,199,229040,593,259,29,19,0,0,32,75,2154,2.27,11,5,True,True,True,934,268,934,142,Python,25693,2334.55,0.99,80.25,Good,True,True
benedekrozemberczki/graph2vec,58,4,1546,2,0,0,0,0,0,1,90,10,2.4,4,1,True,True,False,934,167,934,1,Python,222,2972.93,25.07,78.0,Good,True,True
miracle2k/webassets,128,20,23475,78,1,1,0,0,0,14,60,1085,2.91,10,3,True,True,True,934,260,934,77,Python,2261,6109.16,9.52,80.5,Good,True,True
Tencent/FAutoTest,76,14,493180,39,0,0,0,0,0,0,65,279,1.82,3,1,True,False,True,934,241,934,42,Python,61867,2896.09,0.93,66.75,Moderate,True,True
yashab-cyber/HackGpt,105,29,79311,44,4,2,3,0,0,83,90,771,3.82,12,6,True,True,True,934,183,934,2,Python,2023,380.59,0.54,71.5,Good,True,True
argoverse/argoverse-api,410,105,379457,132,71,5,11,0,0,3,90,983,7.15,12,4,True,True,True,934,259,934,72,Python,109658,2661.55,4.32,81.5,Good,True,True
Thytu/Agentarium,27,9,2847,19,0,0,0,0,0,6,90,97,2.85,5,1,True,True,True,934,74,934,1,Python,39,617.6,49.74,87.5,Excellent,True,True
kitft/natural_language_autoencoders,102,16,18944,61,0,0,0,0,0,1,70,302,4.33,6,2,True,True,True,934,127,934,3,Python,234,116.71,2.21,82.5,Good,True,True
baal-org/baal,210,52,320262,100,0,3,1,0,0,3,80,769,2.48,11,5,True,True,True,934,91,934,20,Python,47156,2525.55,4.29,87.0,Excellent,True,True
yenchenlin/pix2pix-tensorflow,11,0,5093,4,0,0,0,0,0,4,60,33,2.3,4,2,True,True,True,934,297,934,27,Python,21844,3566.11,39.88,83.0,Good,True,True
mtianyan/FunpySpiderSearchEngine,38,10,107579,17,0,0,0,0,0,44,45,39,1.97,6,2,True,True,True,934,311,934,9,Python,47147,3353.0,20.78,71.25,Good,True,True
sokrypton/ColabDesign,155,35,384637,95,0,1,1,0,0,3,20,847,3.49,7,4,True,False,True,934,229,934,65,Python,260826,1670.24,1.82,65.0,Moderate,True,True
sharsil/mailcat,12,5,4184,5,0,0,0,0,0,0,60,191,3.16,4,1,True,True,True,934,154,934,0,Python,191,1835.9,2.78,73.0,Good,True,True
argoproj-labs/hera,1409,111,133772,538,1,0,0,0,0,1,80,2566,2.24,8,1,True,True,True,934,126,934,26,Python,5637,1790.74,1.24,87.0,Excellent,True,True
Kyubyong/g2p,15,2,34827,4,0,0,0,0,0,1,60,16,3.5,4,2,True,False,True,934,135,934,27,Python,7471,3034.35,4.21,71.0,Good,True,True
manbearwiz/youtube-dl-server,13,4,788,1,1,0,0,0,0,7,70,8,2.0,7,2,True,True,True,934,292,934,39,Python,246,4218.11,6.35,85.5,Excellent,True,True
pallets-eco/flask-caching,69,13,13551,31,3,0,0,0,0,0,45,390,3.14,6,1,True,True,True,934,209,934,1,Python,1820,3708.57,2.92,70.75,Good,True,True
acbull/pyHGT,28,6,4600,22,0,0,0,0,0,14,70,155,3.31,4,4,True,True,False,934,177,934,32,Python,18693,2381.41,3.32,69.5,Moderate,True,True
GAIR-NLP/factool,78,26,982776,34,0,0,0,0,0,1,80,136,4.4,5,3,True,True,True,934,67,934,23,Python,104450,1132.03,1.83,84.0,Good,True,True
n0fate/chainbreaker,13,3,3039,8,0,0,0,0,0,3,80,100,2.29,4,1,True,True,True,933,178,933,17,Python,163,4873.93,1.73,87.0,Excellent,True,True
TryCaspian/caspian-sdk,652,119,102286,326,0,0,4,0,0,12,90,4190,3.36,9,5,True,True,True,934,135,934,32,Python,2537,40.94,0.23,82.5,Good,True,True
dimastatz/whisper-flow,53,14,440265,20,0,0,0,0,0,8,80,75,2.43,8,3,True,True,True,934,127,934,6,Python,75928,817.89,0.07,87.0,Excellent,True,True
MasterScrat/Chatistics,44,15,19139,15,0,0,0,0,0,3,80,50,4.1,5,3,True,True,True,933,97,933,29,Python,8290,3598.01,9.52,83.5,Good,True,True
topydo/topydo,232,14,37237,124,1,0,0,0,0,0,60,1609,1.72,7,1,True,False,True,933,98,933,82,Python,3536,4332.82,0.45,66.0,Moderate,True,True
ZeroIntensity/pointers.py,61,7,13742,34,0,0,0,0,0,1,60,1158,1.37,6,1,True,True,True,933,11,933,2,Python,501,1634.45,9.15,83.5,Good,True,True
logpy/logpy,42,5,3375,27,0,0,0,0,0,3,80,218,3.23,5,1,True,False,True,933,73,933,15,Python,396,4980.29,6.31,74.0,Good,True,True
instadeepai/Mava,227,51,45462,86,0,0,1,0,0,1,90,584,2.16,9,4,True,True,True,932,125,932,29,Python,294148,1978.9,1.16,88.5,Excellent,True,True
yo-WASSUP/Good-Badminton,49,12,603539,27,0,0,0,0,0,18,70,146,5.26,3,5,True,True,True,932,266,932,10,Python,42878,70.97,1.12,75.5,Good,True,True
mhdzumair/MediaFusion,1487,207,780212,400,5,5,5,0,0,55,90,7261,5.34,19,5,True,True,True,932,136,932,70,Python,111010,1078.91,1.44,71.5,Good,True,True
cclank/lanshu-animated-architecture-diagram,13,6,167337,3,0,0,0,0,0,1,80,59,3.08,5,1,True,True,True,934,115,934,2,Python,37034,65.0,0.1,84.0,Good,True,True
guessit-io/guessit,150,17,48161,79,0,0,0,0,0,0,45,623,4.96,8,2,True,True,True,932,104,932,16,Python,5886,5296.64,1.39,70.75,Good,True,True
hellock/icrawler,48,9,3870,28,0,0,0,0,0,5,90,173,3.42,6,1,True,True,True,932,180,932,31,Python,293,3815.89,12.25,85.0,Excellent,True,True
corydolphin/flask-cors,56,13,5568,30,0,0,0,0,0,0,80,194,1.97,7,1,True,True,True,932,156,932,40,Python,1213,4780.5,4.71,79.0,Good,True,True
mustafaaljadery/gemma-2B-10M,10,4,10259,5,0,0,0,0,0,0,60,111,3.07,3,1,True,False,False,932,62,932,10,Python,14670,845.36,9.88,52.5,Needs Improvement,True,True
concept-graphs/concept-graphs,70,20,25070,42,0,0,0,0,0,3,80,304,3.91,5,3,True,True,True,932,138,932,24,Python,3563,1066.4,2.04,84.0,Good,True,True
lyang36/IMO25,31,6,51754,6,0,0,0,0,0,5,90,61,4.15,3,1,True,False,True,932,122,932,7,Python,3867,406.17,0.69,75.5,Good,True,True
s0md3v/Decodify,4,0,442,0,0,0,0,0,0,0,60,0,0,1,0,True,False,False,932,161,932,6,Python,89,3221.13,16.87,55.5,Moderate,True,True
AsahiLinux/asahi-installer,51,15,6506,25,0,0,0,0,0,0,80,287,4.27,4,1,True,True,True,932,126,932,73,Python,303,1843.67,4.48,76.0,Good,True,True
ymattw/ydiff,114,23,24628,3,0,0,0,0,0,0,80,117,2.5,5,1,True,True,True,931,64,931,1,Python,6235,4961.13,13.87,78.5,Good,True,True
nipunsadvilkar/pySBD,103,13,51090,81,0,0,0,0,0,0,90,250,2.03,5,1,True,True,True,931,96,931,33,Python,3369,3367.14,7.7,80.0,Good,True,True
