repository,total_files,total_folders,lines,python,html,css,javascript,java,cpp,dependency_count,readme_score,functions,complexity,language_count,tech_stack_count,has_readme,has_license,has_gitignore,stars,forks,watchers,open_issues,language,size,created_days,updated_days,health_score,health_grade,complexity_supported,functions_supported
yuliskov/SmartTube,3270,1338,763518,0,0,0,0,1675,0,0,90,22298,2.44,11,1,True,True,True,32427,1977,32427,656,Java,104983,2223.47,0.01,80.5,Good,True,True
zen-browser/desktop,2352,480,415317,34,88,48,615,0,18,15,55,3643,2.88,16,3,True,True,True,44160,1729,44160,653,C++,5911022,885.01,0.01,80.25,Good,True,True
zeromicro/go-zero,1375,291,263581,0,2,0,0,0,0,0,90,3,4.0,12,1,True,True,True,33288,4318,33288,261,Go,33132,2213.36,0.07,77.5,Good,True,True
zhongyang219/TrafficMonitor,381,35,111078,0,0,0,0,0,105,0,30,-,Not Supported,8,0,True,True,True,45921,3773,45921,1343,C++,16915,3317.89,0.21,59.0,Moderate,False,False
zxing/zxing,3801,377,1187705,0,654,14,15,523,0,34,50,3385,7.06,8,2,True,True,True,34079,9433,34079,0,Java,244279,5435.42,0.02,69.5,Moderate,True,True
zylon-ai/private-gpt,1063,262,529789,888,6,0,0,0,0,3,70,7165,3.4,9,4,True,True,True,57487,7611,57487,4,Python,226010,1215.63,0.18,82.5,Good,True,True
alibaba/Sentinel,1628,1837,157332,0,38,5,47,1231,0,77,90,7267,3.34,10,4,True,True,True,23143,8138,23143,862,Java,8604,3069.82,0.4,75.5,Good,True,True
alibaba/nacos,6765,2667,1225391,0,4,26,664,5008,0,225,90,100073,4.76,16,3,True,True,True,33321,13284,33321,179,Java,106689,2997.81,0.42,68.5,Moderate,True,True
alibaba/spring-cloud-alibaba,196,231,14626,0,3,0,0,61,0,20,90,137,1.58,9,2,True,True,True,29164,8479,29164,77,Java,56412,3193.24,0.39,85.5,Excellent,True,True
apache/dubbo,4837,2621,523246,0,2,0,0,4043,0,68,75,25783,2.15,9,2,True,True,True,41562,26382,41562,1032,Java,61773,5184.77,0.22,76.25,Good,True,True
apache/flink,20411,6536,3409502,326,267,4,7,13354,0,51,80,96781,2.66,21,6,True,True,True,26302,14013,26302,372,Java,552067,4466.81,0.31,77.0,Good,True,True
apache/incubator-seata,4151,2471,628751,2,2,5,65,2904,0,100,90,24840,1.84,18,5,True,True,True,25993,8852,25993,878,Java,32276,2801.75,0.97,74.5,Good,True,True
apache/shardingsphere,17157,11186,2214899,14,103,39,30,9311,0,122,65,39737,2.77,15,4,True,True,True,20791,6906,20791,212,Java,703749,3876.57,0.04,70.75,Good,True,True
apache/skywalking,3056,2052,384422,0,0,0,0,2224,0,0,50,8493,3.25,10,2,True,True,True,24934,6633,24934,40,Java,179883,3948.96,0.52,71.5,Good,True,True
binarywang/WxJava,4400,1162,420359,0,0,0,0,4165,0,41,50,6893,2.33,6,1,True,True,True,33049,9060,33049,9,Java,20394,3888.76,0.39,72.5,Good,True,True
blender/blender,13652,1347,9698528,1439,10,3,1,0,969,2,50,18946,3.38,16,5,True,True,True,19901,3169,19901,0,C++,1352788,2516.57,0.05,79.5,Good,True,True
bumptech/glide,1200,549,968841,0,0,1,0,727,0,0,75,7266,1.98,10,1,True,True,True,35024,6180,35024,658,Java,98143,4800.15,0.37,78.25,Good,True,True
chromium/chromium,502070,45567,73911425,7083,108030,2046,19386,12900,341,360,20,320781,3.33,35,8,True,True,True,24655,9195,24655,28,,66131003,3127.23,0.0,58.0,Moderate,True,True
cockroachdb/cockroach,19793,2697,8411857,20,4,1,29,4,0,205,90,2234,3.43,25,6,True,True,True,32433,4098,32433,8451,Go,2672649,4588.1,0.01,68.5,Moderate,True,True
elastic/elasticsearch,34684,8536,6878740,3,4,0,0,23672,28,6,45,223428,2.1,16,4,True,True,True,77875,26064,77875,6010,Java,1742146,6046.56,0.23,81.75,Good,True,True
eugenp/tutorials,35097,32759,2809997,6,678,121,207,24056,6,314,70,75545,1.77,30,5,True,True,True,37329,53296,37329,24,Java,132543,4870.34,0.25,68.5,Moderate,True,True
gatsbyjs/gatsby,6396,2005,2522977,1,13,102,2731,0,0,790,90,10310,4.82,18,4,True,True,True,55944,10125,55944,437,JavaScript,1150950,4118.17,0.06,68.5,Moderate,True,True
hashicorp/terraform,5482,2594,795648,0,0,0,0,0,0,0,75,-,Not Supported,9,1,True,True,True,49571,10616,49571,1921,Go,358196,4552.18,0.18,65.75,Moderate,False,False
iBotPeaches/Apktool,307,159,564576,0,0,0,0,118,0,0,50,632,3.91,5,1,True,False,True,25412,3989,25412,83,Java,352616,5276.37,0.04,61.5,Moderate,True,True
jeecgboot/JeecgBoot,1116,451,388074,2,0,12,20,768,0,0,70,7982,4.36,12,4,True,True,True,47542,16172,47542,38,Java,101938,2833.67,0.03,74.5,Good,True,True
juanfont/headscale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,43312,2529,43312,143,Go,56126,2260.73,0.03,42.0,Needs Improvement,True,True
keycloak/keycloak,11211,3120,1633473,2,17,53,41,7253,0,312,90,59059,2.12,18,5,True,True,True,36488,8865,36488,3155,Java,609095,4806.55,0.2,71.5,Good,True,True
libgdx/libgdx,3825,568,1282835,0,1,2,0,2442,236,0,90,36760,1.78,15,2,True,True,True,25347,6533,25347,339,Java,1107244,5132.3,0.09,80.5,Good,True,True
moby/moby,13105,2749,3285439,2,0,0,0,0,0,0,40,6,2.67,13,3,True,True,True,72015,19211,72015,3902,Go,271458,4971.36,0.2,73.0,Good,True,True
pytorch/pytorch,21568,1385,5324263,4809,1,4,5,21,2143,17,90,118707,2.66,20,7,True,True,True,102660,29031,102660,17437,Python,1512771,3668.89,0.06,85.5,Excellent,True,True
react/react,7204,641,1202622,0,79,108,3872,0,0,367,90,27664,3.0,13,2,True,True,True,248321,51261,248321,1283,JavaScript,1073582,4845.44,0.01,71.5,Good,True,True
react/react-native,7216,2107,1418085,51,2,0,2087,15,642,179,90,20203,7.15,22,4,True,True,True,126457,25233,126457,1104,C++,979919,4250.36,0.04,64.5,Moderate,True,True
spring-projects/spring-boot,1057,1108,74756,0,10,0,0,478,0,8,0,4051,2.5,10,2,True,False,True,81377,42077,81377,495,Java,218480,5062.49,0.01,65.0,Moderate,True,True
spring-projects/spring-framework,11371,2784,1682821,2,9,21,10,9222,0,7,50,74627,2.23,13,4,True,False,True,60211,38765,60211,501,Java,244728,5743.95,0.36,72.5,Good,True,True
vercel/next.js,1679,606,134908,0,0,3,1033,0,0,77,80,4642,5.86,13,3,True,False,True,142013,31816,142013,3637,JavaScript,2546920,3615.14,0.08,60.0,Moderate,True,True
wailsapp/wails,2769,992,695620,0,121,80,199,5,0,38,75,5122,1.85,20,4,True,True,True,36041,1821,36041,305,Go,479054,2814.15,0.03,80.25,Good,True,True
webpack/webpack,17072,4534,856454,0,333,874,13555,0,0,161,80,6898,9.82,14,2,True,True,True,65964,9523,65964,134,JavaScript,97671,5285.69,0.01,58.0,Moderate,True,True
yarnpkg/yarn,821,506,37728,0,0,0,107,0,0,126,80,159,11.45,5,2,True,True,True,41486,2716,41486,2056,JavaScript,119774,3875.38,0.44,61.0,Moderate,True,True
yudaocode/SpringBoot-Labs,2134,4081,64092,0,1,0,0,1320,0,0,45,2704,1.06,8,1,True,False,True,20117,6148,20117,46,Java,1813,2908.5,0.9,63.75,Moderate,True,True
AndrewZhe/lawyer-llama,21,3,158749,5,0,0,0,0,0,0,40,18,3.11,3,1,True,True,True,1000,132,1000,36,Python,7183,1235.66,0.37,70.0,Good,True,True
vivisect/vivisect,688,117,541521,632,0,1,0,0,0,7,60,33153,2.07,11,1,True,False,True,1000,195,1000,119,Python,15641,4306.35,6.55,74.0,Good,True,True
pydot/pydot,255,10,23282,16,0,0,0,0,0,0,80,360,2.91,6,1,True,False,True,1000,176,1000,50,Python,2990,4156.48,0.37,69.0,Moderate,True,True
stanislav-web/OpenDoor,395,57,1757959,277,1,0,0,0,0,3,90,4862,2.31,8,2,True,True,True,1000,188,1000,4,Python,56390,3680.72,0.37,88.5,Excellent,True,True
controlplaneio/simulator,1734,244,817434,987,8,4,66,0,0,8,45,38134,2.35,14,7,True,True,True,1000,100,1000,18,Python,16186,2644.35,0.37,81.75,Good,True,True
mnh-jansson/m18-protocol,13,1,3121,1,0,0,0,0,0,2,80,39,3.54,4,1,True,False,False,1000,167,1000,15,Python,919,644.18,0.37,64.0,Moderate,True,True
target/strelka,432,58,362562,188,4,0,1,0,0,1,90,540,5.71,13,4,True,True,True,1000,143,1000,14,Python,31455,2900.34,0.37,81.5,Good,True,True
MichalGeyer/plug-and-play,65,17,57828,33,0,0,0,0,0,2,70,560,3.51,4,3,True,False,True,1000,64,1000,13,Python,6765,1299.35,0.37,72.5,Good,True,True
vchinnipilli/kubestriker,38,3,115965,21,0,0,0,0,0,11,90,153,5.72,5,2,True,True,True,999,109,999,18,Python,23045,2090.14,0.37,78.5,Good,True,True
sehmaschine/django-filebrowser,156,72,37172,36,15,2,9,0,0,0,45,361,3.07,7,2,True,True,True,999,406,999,18,Python,5765,5654.26,0.37,70.75,Good,True,True
AgriciDaniel/banana-claude,67,14,103900,27,0,0,0,0,0,0,75,860,4.9,7,1,True,True,True,999,212,999,5,Python,27703,169.43,0.05,75.25,Good,True,True
ruotianluo/self-critical.pytorch,100,22,9375,43,1,0,1,0,0,1,80,504,6.59,6,3,True,True,False,999,269,999,89,Python,614,3403.9,0.37,70.0,Good,True,True
baidu/DDParser,80,17,12762,62,0,0,0,0,0,6,55,480,4.22,5,2,True,True,False,999,157,999,15,Python,363,2217.92,0.37,70.25,Good,True,True
ekutner/home-connect-hass,58,13,18240,16,0,0,0,0,0,0,80,292,2.6,6,2,True,True,True,999,77,999,9,Python,6469,1669.42,0.37,79.0,Good,True,True
linorobot/linorobot2,138,37,343812,19,0,0,0,0,0,2,80,48,2.56,8,4,True,True,True,999,245,999,53,Python,41243,1852.29,0.37,87.0,Excellent,True,True
QwenAudio/Fun-Audio-Chat,125,49,84533,24,1,1,3,0,0,65,90,297,4.32,12,5,True,True,True,999,105,999,18,Python,9592,249.82,0.37,75.5,Good,True,True
SolaWing/xcode-build-server,16,4,2392,9,0,0,1,0,0,0,70,97,4.24,5,2,True,True,True,999,39,999,7,Python,92,2338.54,0.37,74.5,Good,True,True
Ekultek/Zeus-Scanner,129,30,119018,97,1,0,0,0,0,8,90,219,4.38,7,2,True,False,True,998,245,998,420,Python,14363,3278.37,0.37,75.5,Good,True,True
FullControlXYZ/fullcontrol,895,40,65912,820,0,0,0,0,0,3,90,341,3.32,6,2,True,True,True,998,123,998,55,Python,10747,1257.45,0.37,85.5,Excellent,True,True
henry123-boy/SpaTrackerV2,213,57,126402,193,2,0,0,0,0,35,60,1488,3.37,7,4,True,False,True,998,54,998,26,Python,9595,448.75,0.37,65.0,Moderate,True,True
MakotoKurauchi/helix,35,7,358931,2,0,0,0,0,0,0,25,-,Not Supported,3,2,True,True,True,998,180,998,10,Python,3645,3138.51,0.37,58.25,Moderate,False,False
xiaosu200/wm001,8,0,1475,1,0,0,0,0,0,1,10,-,Not Supported,4,2,True,False,False,997,77,997,0,Python,65,323.58,0.37,44.0,Needs Improvement,False,False
disler/always-on-ai-assistant,36,6,19236,19,0,0,0,0,0,0,50,104,2.19,6,1,True,False,True,997,214,997,7,Python,3268,594.36,0.37,64.5,Moderate,True,True
chrisbanes/skills,399,432,29984,32,0,0,1,0,0,5,80,538,4.13,6,3,True,True,True,997,46,997,1,Python,663,109.8,0.33,84.0,Good,True,True
althack/vscode_ros2_workspace,17,6,1044,1,0,0,0,0,0,0,80,3,2.67,5,1,True,True,True,997,189,997,0,Python,1671,2210.07,0.37,79.0,Good,True,True
mbrossar/ai-imu-dr,19,3,7844,7,0,0,0,0,0,2,65,111,2.18,3,3,True,True,True,997,261,997,39,Python,528,2707.54,0.37,84.75,Good,True,True
flashbots/mev-research,64,7,4230,1,1,0,0,0,0,0,50,2,1.0,4,1,True,False,False,997,226,997,0,Python,784,2150.57,0.37,54.5,Needs Improvement,True,True
VoltaML/voltaML-fast-stable-diffusion,527,113,87673,165,1,3,0,0,1,32,75,3691,3.72,17,6,True,True,True,997,82,997,4,Python,70815,1384.98,0.37,77.25,Good,True,True
taehoonlee/tensornets,70,9,22693,54,0,0,0,0,0,2,70,512,2.96,6,3,True,True,False,996,178,996,17,Python,2238,3266.9,0.37,75.5,Good,True,True
aliyun/aliyun-oss-python-sdk,191,5,78331,155,0,0,0,0,0,0,90,2259,2.05,5,1,True,True,True,996,356,996,104,Python,3820,3920.61,0.37,80.5,Good,True,True
yaohungt/Multimodal-Transformer,15,3,3932,10,0,0,0,0,0,1,80,55,3.22,2,2,True,True,False,996,166,996,15,Python,366,2646.25,0.37,74.0,Good,True,True
kartograph/kartograph.py,93,15,7465,53,0,4,0,0,0,10,55,386,3.53,6,2,True,False,True,996,192,996,63,Python,864,5340.23,0.37,70.25,Good,True,True
OML-Team/open-metric-learning,418,94,29372,244,0,0,0,0,0,3,80,1129,2.63,7,3,True,True,True,996,78,996,37,Python,2641,1547.57,0.37,87.0,Excellent,True,True
autonomousvision/stylegan-xl,100,12,135644,72,0,0,0,0,3,2,60,795,3.87,6,3,True,False,True,996,119,996,45,Python,14239,1670.28,0.37,71.0,Good,True,True
harlanhong/CVPR2022-DaGAN,87,19,67505,60,0,0,0,0,0,37,70,440,3.12,8,4,True,True,True,996,128,996,34,Python,6828,1635.95,0.37,76.5,Good,True,True
LeCAR-Lab/dial-mpc,129,19,918505,25,0,0,0,0,0,2,80,128,2.41,4,3,True,True,True,996,105,996,17,Python,281724,713.24,0.37,87.0,Excellent,True,True
merantix/picasso,98,27,75283,30,4,1,1,0,0,2,80,113,2.39,10,4,True,True,True,996,120,996,19,Python,7161,3393.77,0.37,87.0,Excellent,True,True
kuangliu/pytorch-retinanet,16,2,145713,10,0,0,0,0,0,0,10,53,2.51,3,1,True,False,False,996,246,996,51,Python,12185,3298.63,0.37,48.5,Needs Improvement,True,True
rr-/szurubooru,484,36,61230,193,0,0,125,0,0,25,55,1621,2.97,12,6,True,False,True,995,235,995,193,Python,11485,4715.89,0.37,67.25,Moderate,True,True
rorkai/app-store-connect-cli-skills,43,40,6632,2,0,0,0,0,0,0,70,21,4.43,4,1,True,True,True,995,57,995,0,Python,269,214.51,0.24,74.5,Good,True,True
tensorlakeai/tensorlake,1498,853,924397,1144,0,0,5,0,0,20,70,7321,2.37,12,5,True,True,True,995,139,995,53,Python,33669,652.76,0.37,82.5,Good,True,True
ravens/awesome-telco,5,1,2092,1,0,0,0,0,0,0,90,7,8.14,2,1,True,True,True,995,216,995,0,Python,1418,2589.48,0.37,68.5,Moderate,True,True
fuzzbunch/fuzzbunch,6450,1203,2323937,507,0,0,0,0,0,0,50,2434,2.79,7,2,True,False,False,995,447,995,11,Python,133023,3424.34,0.37,54.5,Needs Improvement,True,True
otto-torino/django-baton,265,64,202960,64,23,8,24,0,0,37,90,400,41.45,11,4,True,True,True,995,96,995,50,Python,75586,3487.58,0.37,59.5,Moderate,True,True
jhd3197/ServerKit,2423,194,1060567,1042,10,1,204,0,0,45,90,18504,3.79,14,4,True,True,True,1000,102,1000,1,Python,146389,224.79,0.0,75.5,Good,True,True
swc-17/SparseDrive,94,27,21398,75,0,0,0,0,1,2,70,415,4.45,5,3,True,True,True,994,143,994,35,Python,941,822.74,0.37,82.5,Good,True,True
binance/binance-skills-hub,122,47,19558,8,0,0,0,0,0,0,90,89,4.49,4,1,True,False,True,994,206,994,52,Python,471,179.78,0.37,67.5,Moderate,True,True
rmunro/pytorch_active_learning,17,5,1171510,6,0,0,0,0,0,10,70,77,4.04,3,2,True,True,False,994,184,994,5,Python,53124,2652.44,0.37,72.5,Good,True,True
net00-1/SW-DLT,12,4,21752,1,0,0,0,0,0,0,80,12,4.25,3,1,True,True,True,994,51,994,23,Python,2453,2154.09,0.12,76.0,Good,True,True
yurijmikhalevich/rclip,173,41,1007782,50,0,0,0,0,0,1,90,497,3.52,7,3,True,True,True,994,83,994,18,Python,89743,1912.45,0.37,85.5,Excellent,True,True
simpleai-team/simpleai,73,13,8861,50,1,1,5,0,0,4,60,949,4.26,6,5,True,False,True,994,247,994,14,Python,3328,5149.15,0.37,71.0,Good,True,True
jithurjacob/Windows-10-Toast-Notifications,13,3,600,4,0,0,0,0,0,2,70,8,2.12,4,1,True,True,True,994,166,994,75,Python,42,3917.78,0.37,85.5,Excellent,True,True
jazzband/geojson,41,6,2795,23,0,0,0,0,0,0,80,158,1.91,5,1,True,False,True,994,134,994,24,Python,414,5538.26,0.37,69.0,Moderate,True,True
piglei/ai-vocabulary-builder,97,30,23463,51,1,0,1,0,0,33,80,245,2.4,12,4,True,True,True,994,66,994,11,Python,979,1275.1,0.37,81.0,Good,True,True
kang205/SASRec,13,1,5369572,6,0,0,0,0,0,1,45,14,2.36,3,2,True,True,False,994,191,994,14,Python,17643,2907.87,0.37,71.75,Good,True,True
convergence-ai/proxy-lite,41,11,127082,26,0,0,2,0,0,1,70,262,2.53,6,4,True,True,True,994,145,994,27,Python,22690,565.61,0.37,85.5,Excellent,True,True
rsheftel/pandas_market_calendars,118,11,57952,88,0,0,0,0,0,2,90,863,2.61,7,2,True,True,True,994,199,994,18,Python,1526,3553.02,0.37,88.5,Excellent,True,True
OpenLMLab/LOMO,39,11,9948,21,0,0,0,0,0,1,70,155,4.45,6,2,True,True,True,994,69,994,29,Python,1808,1170.78,0.37,82.5,Good,True,True
tanishqkumar/ssd,54,10,11976,47,0,0,0,0,0,1,80,332,5.17,3,2,True,True,True,994,79,994,6,Python,439,178.57,0.37,80.0,Good,True,True
chen-006/gpt56_api_detector,37,4,13205,16,2,1,2,0,0,0,40,331,6.44,8,2,True,True,True,994,100,994,3,Python,481,31.92,0.06,66.0,Moderate,True,True
adamchainz/time-machine,44,8,12624,11,0,0,0,0,0,0,25,505,2.49,7,1,True,True,True,994,52,994,7,Python,1588,2313.86,0.37,70.75,Good,True,True
mottosso/Qt.py,66,10,8245,15,0,0,0,0,0,0,90,139,4.14,5,1,True,True,True,994,261,994,46,Python,994,3746.71,0.37,77.5,Good,True,True
havakv/pycox,75,13,18831,53,0,0,0,0,0,2,80,493,2.08,5,2,True,True,True,993,204,993,96,Python,2552,3120.96,0.37,87.0,Excellent,True,True
ESPARGOS/pyespargos,152,32,394932,58,0,1,0,0,0,5,90,884,2.79,8,3,True,True,True,993,152,993,4,Python,32180,919.4,0.37,88.5,Excellent,True,True
pathintegral-institute/mcpm.sh,568,36,151719,115,6,2,1,0,0,7,90,906,4.29,12,4,True,True,True,993,122,993,81,Python,3783,526.69,0.37,85.5,Excellent,True,True
likejazz/llama3.np,11,1,746847,4,0,0,0,0,0,1,45,29,2.14,3,2,True,True,True,993,82,993,4,Python,87733,838.74,0.37,81.75,Good,True,True
poljar/weechat-matrix,31,3,12254,22,0,0,0,0,0,12,90,479,3.48,7,2,True,True,True,993,127,993,127,Python,940,3138.57,0.37,82.5,Good,True,True
aniqfakhrul/powerview.py,161,32,66311,93,25,1,22,0,0,17,80,1876,6.06,9,2,True,True,True,993,95,993,6,Python,26769,1532.45,0.37,77.0,Good,True,True
ViggoZ/producthunt-daily-hot,766,4,357983,5,0,0,0,0,0,6,55,24,5.0,4,1,True,True,True,993,137,993,2,Python,10649,751.49,0.37,80.25,Good,True,True
certifi/python-certifi,21,4,4408,6,0,0,0,0,0,0,50,9,1.78,5,1,True,True,True,992,297,992,4,Python,1414,5358.9,0.37,74.5,Good,True,True
WittmannF/sort-google-scholar,22,6,3560,5,0,0,0,0,0,5,90,21,4.0,7,3,True,False,True,992,182,992,4,Python,334,3774.08,0.37,75.5,Good,True,True
talkie-lm/talkie,14,3,2658,9,0,0,0,0,0,0,80,59,2.92,3,1,True,True,True,992,60,992,7,Python,178,131.67,0.37,79.0,Good,True,True
stravalib/stravalib,103,22,66519,29,3,1,0,0,0,0,80,449,2.13,8,1,True,False,True,992,246,992,17,Python,5797,4914.01,0.37,69.0,Moderate,True,True
takluyver/pynsist,202,35,61024,45,0,0,1,0,0,2,60,162,3.19,9,5,True,True,True,992,125,992,36,Python,32689,4535.32,0.37,81.0,Good,True,True
Maoleio/CPA-Codex-Manager,83,20,40900,50,6,1,7,0,0,18,70,863,4.13,11,4,True,True,True,992,206,992,25,Python,1568,157.52,0.37,79.5,Good,True,True
KaiyangZhou/pytorch-center-loss,13,1,63697,6,0,0,0,0,0,2,55,30,2.53,2,3,True,True,True,992,216,992,23,Python,5805,3083.45,0.37,83.25,Good,True,True
BottlecapDave/HomeAssistant-OctopusEnergy,410,55,77403,308,0,0,1,0,0,15,70,2037,4.15,8,3,True,True,True,992,102,992,56,Python,8012,1825.74,0.37,79.5,Good,True,True
venmo/business-rules,26,4,1852,16,0,0,0,0,0,0,80,150,1.58,5,1,True,True,True,992,267,992,30,Python,87,4531.12,0.37,79.0,Good,True,True
yuchenlin/LLM-Blender,150,29,678947,44,1,20,28,0,0,322,80,1579,14.29,10,4,True,True,True,992,91,992,9,Python,78226,1186.2,0.37,52.0,Needs Improvement,True,True
Stunkymonkey/nautilus-open-any-terminal,64,7,6462,3,0,0,0,0,0,0,45,42,3.29,7,1,True,True,True,992,87,992,10,Python,477,2654.17,0.11,70.75,Good,True,True
gcovr/gcovr,4770,997,1580073,110,1838,405,381,0,87,0,90,3826,7.47,15,2,True,False,True,992,289,992,16,Python,32969,4855.05,0.37,63.5,Moderate,True,True
xing5/mcp-google-sheets,18,9,4791,4,0,0,0,0,0,0,90,97,2.73,6,2,True,True,True,992,241,992,25,Python,110,526.08,0.37,80.5,Good,True,True
VILA-Lab/ATLAS,87,5,733794,1,0,0,0,0,0,0,75,2,3.5,3,1,True,False,True,992,108,992,7,Python,48964,995.59,0.37,65.25,Moderate,True,True
Time-MoE/Time-MoE,29,7,8711,23,0,0,0,0,0,8,80,164,4.05,3,2,True,True,True,991,115,991,15,Python,712,706.6,0.37,84.0,Good,True,True
PINTO0309/onnx2tf,1355,23,818633,1193,0,0,0,0,0,1,90,16635,7.88,7,3,True,True,True,991,104,991,0,Python,36346,1433.12,0.06,81.5,Good,True,True
google-research/augmix,21,7,15457,12,0,0,0,0,0,4,60,79,2.61,3,2,True,True,False,991,156,991,7,Python,1395,2459.91,0.37,74.0,Good,True,True
ros2/ros2_documentation,768,167,1057902,60,2,2,1,0,12,18,70,160,2.6,14,4,True,True,True,991,1317,991,182,Python,86564,2910.3,0.37,82.5,Good,True,True
lovit/soynlp,127,52,1035499,56,0,0,0,0,0,1,60,464,5.66,6,2,True,True,True,991,184,991,26,Python,38769,3395.61,0.37,77.0,Good,True,True
FalkorDB/GraphRAG-SDK,175,28,48793,129,0,0,0,0,0,1,80,2092,3.63,6,2,True,True,True,991,139,991,40,Python,7236,947.88,0.37,84.0,Good,True,True
3xp10it/xwaf,4,0,29656,1,0,0,0,0,0,0,60,24,22.75,3,1,True,False,False,991,289,991,3,Python,3388,3824.75,0.37,33.0,Poor,True,True
clcarwin/focal_loss_pytorch,6,1,850,2,0,0,0,0,0,0,10,3,4.33,2,1,True,True,True,991,216,991,14,Python,92,3304.47,0.37,65.5,Moderate,True,True
RasaHQ/rasa-demo,75,15,17642,22,0,0,0,0,0,5,90,153,2.45,8,2,True,True,True,991,794,991,155,Python,95398,3021.76,0.37,88.5,Excellent,True,True
MaurizioFD/RecSys2019_DeepLearning_Evaluation,436,121,15414767,260,0,0,0,0,4,22,60,1766,3.16,9,3,True,True,True,991,251,991,3,Python,226311,2706.52,0.37,75.0,Good,True,True
py2exe/py2exe,138,38,12238,84,0,0,0,0,0,4,80,293,3.23,7,4,True,False,True,990,113,990,18,Python,1344,2728.57,0.37,74.0,Good,True,True
ajndkr/lanarky,92,25,17331,36,0,1,0,0,0,0,90,164,2.59,6,2,True,True,True,990,76,990,10,Python,24003,1240.89,0.37,80.5,Good,True,True
cburmeister/flask-bones,55,15,2102,19,16,1,1,0,0,35,80,76,1.89,11,4,True,True,True,990,122,990,17,Python,405,4843.84,0.37,81.0,Good,True,True
NVlabs/DoRA,406,61,127317,294,1,1,1,0,0,3,80,2946,5.06,13,4,True,True,True,990,70,990,21,Python,3153,870.46,0.37,80.0,Good,True,True
pydata/patsy,95,9,21065,36,0,1,2,0,0,3,55,582,4.34,9,4,True,False,True,990,106,990,77,Python,1725,5163.6,0.23,70.25,Good,True,True
yandex/YaFSDP,37,6,7354,12,0,0,0,0,0,0,70,235,4.01,7,2,True,True,True,990,48,990,6,Python,499,824.61,0.37,74.5,Good,True,True
asreview/asreview,479,71,146522,122,5,1,154,0,0,33,80,1685,3.29,14,6,True,True,True,990,179,990,113,Python,169230,2789.54,0.37,78.0,Good,True,True
geerlingguy/sbc-reviews,36,23,3654,11,3,1,1,0,0,0,65,14,10.93,8,2,True,True,True,990,29,990,67,Python,103,1312.05,0.37,64.75,Moderate,True,True
dgasmith/opt_einsum,71,16,18610,29,0,1,1,0,0,2,80,271,3.94,8,3,True,True,True,990,76,990,38,Python,4288,4278.4,0.37,84.0,Good,True,True
neka-nat/probreg,108,14,578980,46,0,0,0,0,1,2,80,227,1.98,8,3,True,True,True,990,152,990,17,Python,54601,2791.55,0.37,87.0,Excellent,True,True
pat-jj/harness-1,267,49,92006,209,0,0,0,0,0,2,70,2473,3.86,7,3,True,True,True,990,152,990,1,Python,1460,105.01,0.37,82.5,Good,True,True
ioncodes/idacode,32,11,23110,8,0,0,0,0,0,13,80,34,2.03,4,2,True,False,True,990,85,990,19,Python,2190,2292.51,0.37,74.0,Good,True,True
AssemblyAI-Community/Machine-Learning-From-Scratch,19,10,1072,16,0,0,0,0,0,2,10,85,1.98,2,3,True,False,True,989,276,989,9,Python,16,1450.52,0.37,66.5,Moderate,True,True
lzjun567/zhihu-api,40,6,2585,25,0,0,1,0,0,5,45,139,1.73,6,2,True,True,True,989,252,989,29,Python,337,3422.96,0.37,81.75,Good,True,True
